Event_date,Site,Latitude,Longitude,Measurement_type,Measurement
2021-01-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2022-01-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-01-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2022-01-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-08-17T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-09-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2019-12-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-11-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-04-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-02-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-09-25T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-06-01T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2019-12-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-12-01T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-07T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-10-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-01T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-11-25T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-10-01T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-01-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-09-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-01-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-09-20T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-11-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2019-12-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-05-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-12-23T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-04-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-11-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-10-02T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-09-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-11T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-09-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2022-01-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-10-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2019-12-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-11-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-02-06T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-10-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-11-15T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-06-07T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-09-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-03-02T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-09-21T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2022-01-04T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-12-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-08-07T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-01-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-07-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-04-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-06-03T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-08-31T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-02-20T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-12-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-05-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2022-02-01T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-08-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-22T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-02-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-04-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-03-28T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2021-05-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-12-20T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-05-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-12-31T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-10-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2022-01-27T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2021-08-31T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2021-04-26T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-12-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
