"","SampleID","Site","Type","Bottle_number","Analyte","dilution","Peak_Concentration","Concentration_Units","Rep","Event_Date","Date","time","Stage","Notes","Lab","missing","Sample_ID_NOTES","cations_now"
"157","279","SS","ISCO","10.0","DOC",1,8.825,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"158","279","SS","ISCO","10.0","DOC",1,9.337,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"159","280","RC","ISCO","1.0","DOC",1,10.39,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 13:25:00,"flood",NA,"GEL",NA,NA,NA
"160","280","RC","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-07-25,2021-07-25,1899-12-31 13:25:00,"flood",NA,"GEL","missing",NA,NA
"161","281","RC","ISCO","2.0","DOC",1,13.94,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 13:39:00,"flood",NA,"GEL",NA,NA,NA
"162","281","RC","ISCO","2.0","DOC",1,13.68,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 13:39:00,"flood",NA,"GEL",NA,NA,NA
"163","282","RC","ISCO","3.0","DOC",1,13,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 13:54:00,"flood",NA,"GEL",NA,NA,NA
"164","282","RC","ISCO","3.0","DOC",1,14.58,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 13:54:00,"flood",NA,"GEL",NA,NA,NA
"165","283","RC","ISCO","4.0","DOC",1,12.02,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 14:09:00,"flood",NA,"GEL",NA,NA,NA
"166","283","RC","ISCO","4.0","DOC",1,9.48,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 14:09:00,"flood",NA,"GEL",NA,NA,NA
"167","284","RC","ISCO","5.0","DOC",1,10.4,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 14:24:00,"flood",NA,"GEL",NA,NA,NA
"168","284","RC","ISCO","5.0","DOC",1,9.97,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 14:24:00,"flood",NA,"GEL",NA,NA,NA
"169","285","RC","ISCO","6.0","DOC",1,10.25,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 14:39:00,"flood",NA,"GEL",NA,NA,NA
"170","285","RC","ISCO","6.0","DOC",1,9.85,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 14:39:00,"flood",NA,"GEL",NA,NA,NA
"171","286","RC","ISCO","7.0","DOC",1,9.595,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 14:54:00,"flood",NA,"GEL",NA,NA,NA
"172","286","RC","ISCO","7.0","DOC",1,10.02,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 14:54:00,"flood",NA,"GEL",NA,NA,NA
"173","287","RC","ISCO","8.0","DOC",1,10.34,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 15:09:00,"flood",NA,"GEL",NA,NA,NA
"174","287","RC","ISCO","8.0","DOC",1,8.741,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 15:09:00,"flood",NA,"GEL",NA,NA,NA
"175","288","RC","ISCO","9.0","DOC",1,8.374,"mg/L","3.0",2021-07-25,2021-07-25,1899-12-31 15:24:00,"flood",NA,"GEL",NA,NA,NA
"176","288","RC","ISCO","9.0","DOC",1,7.36,"mg/L","4.0",2021-07-25,2021-07-25,1899-12-31 15:24:00,"flood",NA,"GEL",NA,NA,NA
"177","291","RC","ISCO","12.0","DOC",1,6.092,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 16:09:00,"flood",NA,"GEL",NA,NA,NA
"178","291","RC","ISCO","12.0","DOC",1,5.865,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 16:09:00,"flood",NA,"GEL",NA,NA,NA
"179","303","RC","ISCO","24.0","DOC",1,7.027,"mg/L","5.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"180","303","RC","ISCO","24.0","DOC",1,7.057,"mg/L","6.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"181","304","MW","ISCO","1.0","DOC",1,110.7,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 15:21:00,"flood",NA,"GEL",NA,NA,NA
"182","304","MW","ISCO","1.0","DOC",1,132.2,NA,"6.0",2021-07-25,2021-07-25,1899-12-31 15:21:00,"flood",NA,"GEL",NA,NA,NA
"183","316","MW","ISCO","13.0","DOC",1,7.613,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"184","316","MW","ISCO","13.0","DOC",1,7.503,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"185","320","MW","ISCO","24.0","DOC",1,9.172,"mg/L","5.0",2021-07-25,2021-07-26,1899-12-31 05:13:00,"flood",NA,"GEL",NA,NA,NA
"186","320","MW","ISCO","24.0","DOC",1,NA,NA,"6.0",2021-07-25,2021-07-26,1899-12-31 05:13:00,"flood",NA,"GEL","missing",NA,NA
"187","321","CC","ISCO","20.0","DOC",1,NA,NA,"5.0",2021-08-18,2021-08-19,1900-01-01 00:07:00,"flood",NA,"GEL","missing",NA,NA
"188","321","CC","ISCO","20.0","DOC",1,NA,NA,"6.0",2021-08-18,2021-08-19,1900-01-01 00:07:00,"flood",NA,"GEL","missing",NA,NA
"189","322","CC","ISCO","3.0","DOC",1,NA,NA,"5.0",2021-08-18,2021-08-18,1899-12-31 14:37:00,"flood",NA,"GEL","missing",NA,NA
"190","322","CC","ISCO","3.0","DOC",1,NA,NA,"6.0",2021-08-18,2021-08-18,1899-12-31 14:37:00,"flood",NA,"GEL","missing",NA,NA
"191","323","RC","ISCO","1.0","DOC",1,NA,NA,"5.0",2021-07-22,2021-07-22,1899-12-31 22:10:00,"flood",NA,"GEL","missing",NA,NA
"192","323","RC","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-07-22,2021-07-22,1899-12-31 22:10:00,"flood",NA,"GEL","missing",NA,NA
"193","328","RC","ISCO","6.0","DOC",1,NA,NA,"5.0",2021-07-22,2021-07-23,1900-01-01 00:54:00,"flood",NA,"GEL","missing",NA,NA
"194","328","RC","ISCO","6.0","DOC",1,NA,NA,"6.0",2021-07-22,2021-07-23,1900-01-01 00:54:00,"flood",NA,"GEL","missing",NA,NA
"195","334","RC","ISCO","12.0","DOC",1,NA,NA,"5.0",2021-07-23,2021-07-24,1899-12-31 08:09:00,"flood",NA,"GEL","missing",NA,NA
"196","334","RC","ISCO","12.0","DOC",1,NA,NA,"6.0",2021-07-23,2021-07-24,1899-12-31 08:09:00,"flood",NA,"GEL","missing",NA,NA
"197","335","RC","GRAB",NA,"DOC",1,12.99,"mg/L","5.0",2021-07-23,2021-07-24,1899-12-31 09:15:00,"flood",NA,"GEL",NA,NA,NA
"198","335","RC","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-07-23,2021-07-24,1899-12-31 09:15:00,"flood",NA,"GEL","missing check lability",NA,NA
"199","336","RC","GRAB",NA,"DOC",1,NA,NA,"5.0",2021-07-25,2021-07-25,1899-12-31 17:56:00,"flood",NA,"GEL","missing check lability",NA,NA
"200","336","RC","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-07-25,2021-07-25,1899-12-31 17:56:00,"flood",NA,"GEL","missing check lability",NA,NA
"201","337","RV","GRAB",NA,"DOC",1,29.34,"mg/L","5.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"202","337","RV","GRAB",NA,"DOC",1,24.11,"mg/L","6.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"203","338","RV","GRAB",NA,"DOC",1,15.71,"mg/L","5.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"204","338","RV","GRAB",NA,"DOC",1,13.07,"mg/L","6.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"205","339","RV","GRAB",NA,"DOC",1,10.59,"mg/L","5.0",2021-07-23,2021-07-24,1899-12-31 10:00:00,"flood",NA,"GEL",NA,NA,NA
"206","339","RV","GRAB",NA,"DOC",1,14.63,"mg/L","6.0",2021-07-23,2021-07-24,1899-12-31 10:00:00,"flood",NA,"GEL",NA,NA,NA
"207","340","RV","GRAB",NA,"DOC",1,10.19,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"208","340","RV","GRAB",NA,"DOC",1,10.36,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"209","341","BMW","GRAB",NA,"DOC",1,11.13,"mg/L","5.0",2021-07-23,2021-07-24,1899-12-31 12:05:00,"flood",NA,"GEL",NA,NA,NA
"210","341","BMW","GRAB",NA,"DOC",1,11.17,"mg/L","6.0",2021-07-23,2021-07-24,1899-12-31 12:05:00,"flood",NA,"GEL",NA,NA,NA
"211","342","CC","GRAB",NA,"DOC",1,8.716,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 16:30:00,"flood",NA,"GEL",NA,NA,NA
"212","342","CC","GRAB",NA,"DOC",1,8.208,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 16:30:00,"flood",NA,"GEL",NA,NA,NA
"213","343","MW","ISCO","1.0","DOC",1,NA,NA,"5.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL","missing",NA,NA
"214","343","MW","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL","missing",NA,NA
"215","344","MW","GRAB",NA,"DOC",1,10.51,"mg/L","5.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"216","344","MW","GRAB",NA,"DOC",1,10.52,"mg/L","6.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"217","345","MW","GRAB",NA,"DOC",1,6.647,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 17:30:00,"flood",NA,"GEL",NA,NA,NA
"218","345","MW","GRAB",NA,"DOC",1,6.878,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 17:30:00,"flood",NA,"GEL",NA,NA,NA
"219","346","SS","GRAB",NA,"DOC",1,8.324,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"220","346","SS","GRAB",NA,"DOC",1,8.914,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"221","347","SS","GRAB",NA,"DOC",1,12.31,"mg/L","5.0",2021-07-23,2021-07-24,1899-12-31 10:56:00,"flood",NA,"GEL",NA,NA,NA
"222","347","SS","GRAB",NA,"DOC",1,11.89,"mg/L","6.0",2021-07-23,2021-07-24,1899-12-31 10:56:00,"flood",NA,"GEL",NA,NA,NA
"223","348","SS","ISCO","1.0","DOC",1,15.73,"mg/L","5.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"224","348","SS","ISCO","1.0","DOC",1,15.47,"mg/L","6.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"225","349","SS","ISCO","2.0","DOC",1,12.03,"mg/L","5.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"226","349","SS","ISCO","2.0","DOC",1,11.16,"mg/L","6.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"227","350","BMW","GRAB",NA,"DOC",1,35.62,"mg/L","5.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"228","350","BMW","GRAB",NA,"DOC",1,44.37,"mg/L","6.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"229","351","BMW","GRAB",NA,"DOC",1,NA,NA,"5.0",NA,2021-04-14,NA,"baseflow","same as sample 147","GEL",NA,"duplicate sample id",NA
"230","351","BMW","GRAB",NA,"DOC",1,NA,NA,"6.0",NA,2021-04-14,NA,"baseflow","same as sample 147","GEL",NA,"duplicate sample id",NA
"231","352","BMW","GRAB",NA,"DOC",1,NA,NA,"5.0",NA,2021-03-03,1899-12-31 10:20:00,"baseflow","same as sample 146","GEL",NA,"duplicate sample id",NA
"232","352","BMW","GRAB",NA,"DOC",1,NA,NA,"6.0",NA,2021-03-03,1899-12-31 10:20:00,"baseflow","same as sample 146","GEL",NA,"duplicate sample id",NA
"233","353","BMW","GRAB",NA,"DOC",1,NA,NA,"5.0",NA,2021-01-27,NA,"baseflow","same as sample 145","GEL",NA,"duplicate sample id",NA
"234","353","BMW","GRAB",NA,"DOC",1,NA,NA,"6.0",NA,2021-01-27,NA,"baseflow","same as sample 145","GEL",NA,"duplicate sample id",NA
"235","354","SS","GRAB",NA,"DOC",1,2.309,"mg/L","5.0",NA,2021-10-12,1899-12-31 14:30:00,"baseflow","groundwater","GEL",NA,NA,NA
"236","354","SS","GRAB",NA,"DOC",1,NA,NA,"6.0",NA,2021-10-12,1899-12-31 14:30:00,"baseflow","groundwater","GEL",NA,NA,NA
"237","357","RC","GRAB",NA,"DOC",1,15.92,"mg/L","5.0",2021-08-12,2021-08-12,1899-12-31 08:03:00,"flood","Lability D0","GEL",NA,"duplicate sample id",NA
"238","357","RC","GRAB",NA,"DOC",1,16.64,"mg/L","6.0",2021-08-12,2021-08-12,1899-12-31 08:03:00,"flood","Lability D0","GEL",NA,"duplicate sample id",NA
"239","357","CC","ISCO","2.0","DOC",1,9.292,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 21:35:00,"flood",NA,"GEL",NA,NA,NA
"240","358","CC","ISCO","3.0","DOC",1,10.07,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 21:50:00,"flood",NA,"GEL",NA,NA,NA
"241","359","CC","ISCO","4.0","DOC",1,11.94,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 22:35:00,"flood",NA,"GEL",NA,NA,NA
"242","360","CC","ISCO","5.0","DOC",1,10.79,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 22:50:00,"flood",NA,"GEL",NA,NA,NA
"243","361","CC","ISCO","6.0","DOC",1,9.667,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 23:05:00,"flood",NA,"GEL",NA,NA,NA
"244","362","CC","ISCO","7.0","DOC",1,10.66,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 23:20:00,"flood",NA,"GEL",NA,NA,NA
"245","363","CC","ISCO","8.0","DOC",1,10.07,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 23:35:00,"flood",NA,"GEL",NA,NA,NA
"246","364","CC","ISCO","9.0","DOC",1,9.666,"mg/L","7.0",2021-08-13,2021-08-13,1899-12-31 23:50:00,"flood",NA,"GEL",NA,NA,NA
"247","365","CC","ISCO","13.0","DOC",1,8.708,"mg/L","7.0",2021-08-13,2021-08-14,1899-12-31 00:50:00,"flood",NA,"GEL",NA,NA,NA
"248","366","CC","ISCO","14.0","DOC",1,8.907,"mg/L","7.0",2021-08-13,2021-08-14,1899-12-31 01:50:00,"flood",NA,"GEL",NA,NA,NA
"249","367","CC","ISCO","17.0","DOC",1,9,"mg/L","7.0",2021-08-13,2021-08-14,1899-12-31 04:50:00,"flood",NA,"GEL",NA,NA,NA
"250","368","CC","ISCO","21.0","DOC",1,9.482,"mg/L","7.0",2021-08-13,2021-08-14,1899-12-31 08:50:00,"flood",NA,"GEL",NA,NA,NA
"251","369","CC","ISCO","22.0","DOC",1,9.695,"mg/L","7.0",2021-08-13,2021-08-14,1899-12-31 09:50:00,"flood",NA,"GEL",NA,NA,NA
"252","370","SS","ISCO","2.0","DOC",1,10.07,"mg/L","7.0",2021-08-12,2021-08-13,1899-12-31 23:00:00,"flood",NA,"GEL",NA,NA,NA
"253","371","SS","ISCO","3.0","DOC",1,9.393,"mg/L","7.0",2021-08-12,2021-08-13,1899-12-31 23:15:00,"flood",NA,"GEL",NA,NA,NA
"254","372","SS","ISCO","4.0","DOC",1,9.567,"mg/L","7.0",2021-08-12,2021-08-13,1899-12-31 23:30:00,"flood",NA,"GEL",NA,NA,NA
"255","373","SS","ISCO","5.0","DOC",1,9.67,"mg/L","7.0",2021-08-12,2021-08-13,1899-12-31 23:45:00,"flood",NA,"GEL",NA,NA,NA
"256","374","SS","ISCO","6.0","DOC",1,9.218,"mg/L","7.0",2021-08-14,2021-08-14,1900-01-01,"flood",NA,"GEL",NA,NA,NA
"257","375","SS","ISCO","7.0","DOC",1,9.844,"mg/L","7.0",2021-08-14,2021-08-14,1900-01-01 00:15:00,"flood",NA,"GEL",NA,NA,NA
"258","376","SS","ISCO","8.0","DOC",1,10.28,"mg/L","7.0",2021-08-14,2021-08-14,1900-01-01 00:30:00,"flood",NA,"GEL",NA,NA,NA
"259","377","SS","ISCO","9.0","DOC",1,9.754,"mg/L","7.0",2021-08-14,2021-08-14,1900-01-01 00:45:00,"flood",NA,"GEL",NA,NA,NA
"260","378","SS","ISCO","10.0","DOC",1,9.622,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 01:00:00,"flood",NA,"GEL",NA,NA,NA
"261","379","SS","ISCO","12.0","DOC",1,10.06,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 01:30:00,"flood",NA,"GEL",NA,NA,NA
"262","380","SS","ISCO","13.0","DOC",1,9.667,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 02:12:00,"flood",NA,"GEL",NA,NA,NA
"263","381","SS","ISCO","14.0","DOC",1,9.496,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 03:12:00,"flood",NA,"GEL",NA,NA,NA
"264","382","SS","ISCO","15.0","DOC",1,9.213,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 04:12:00,"flood",NA,"GEL",NA,NA,NA
"265","383","SS","ISCO","16.0","DOC",1,9.597,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 05:12:00,"flood",NA,"GEL",NA,NA,NA
"266","384","SS","ISCO","17.0","DOC",1,9.321,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 06:12:00,"flood",NA,"GEL",NA,NA,NA
"267","385","SS","ISCO","18.0","DOC",1,9.409,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 07:12:00,"flood",NA,"GEL",NA,NA,NA
"268","386","SS","ISCO","19.0","DOC",1,9.578,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 08:12:00,"flood",NA,"GEL",NA,NA,NA
"269","387","SS","ISCO","20.0","DOC",1,8.814,"mg/L","7.0",2021-08-14,2021-08-14,1899-12-31 09:12:00,"flood",NA,"GEL",NA,NA,NA
"270","388","MW","ISCO","7.0","DOC",1,6.703,"mg/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:43:00,"flood",NA,"GEL",NA,NA,NA
"271","388","MW","ISCO","7.0","DOC",1,9.074,"mg/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:43:00,"flood",NA,"GEL",NA,NA,NA
"272","389","MW","ISCO","19.0","DOC",1,11.95,"mg/L","7.0",2021-07-25,2021-07-26,1900-01-01 00:13:00,"flood",NA,"GEL",NA,NA,NA
"273","389","MW","ISCO","19.0","DOC",1,12.27,"mg/L","8.0",2021-07-25,2021-07-26,1900-01-01 00:13:00,"flood",NA,"GEL",NA,NA,NA
"274","390","MW","ISCO","20.0","DOC",1,11.36,"mg/L","7.0",2021-07-25,2021-07-26,1899-12-31 01:13:00,"flood",NA,"GEL",NA,NA,NA
"275","390","MW","ISCO","20.0","DOC",1,11.05,"mg/L","8.0",2021-07-25,2021-07-26,1899-12-31 01:13:00,"flood",NA,"GEL",NA,NA,NA
"276","391","MW","ISCO","21.0","DOC",1,10.2,"mg/L","7.0",2021-07-25,2021-07-26,1899-12-31 02:13:00,"flood",NA,"GEL",NA,NA,NA
"277","391","MW","ISCO","21.0","DOC",1,10.31,"mg/L","8.0",2021-07-25,2021-07-26,1899-12-31 02:13:00,"flood",NA,"GEL",NA,NA,NA
"278","392","MW","ISCO","2.0","DOC",1,20.69,"mg/L","7.0",2021-08-16,2021-08-17,1900-01-01,"flood",NA,"GEL",NA,NA,NA
"279","392","MW","ISCO","2.0","DOC",1,20.51,"mg/L","8.0",2021-08-16,2021-08-17,1900-01-01,"flood",NA,"GEL",NA,NA,NA
"280","393","MW","ISCO","3.0","DOC",1,9.543,"mg/L","7.0",2021-08-16,2021-08-17,1900-01-01 00:12:00,"flood",NA,"GEL",NA,NA,NA
"281","393","MW","ISCO","3.0","DOC",1,9.523,"mg/L","8.0",2021-08-16,2021-08-17,1900-01-01 00:12:00,"flood",NA,"GEL",NA,NA,NA
"282","394","SS","ISCO","3.0","DOC",1,10.95,"mg/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:05:00,"flood",NA,"GEL",NA,NA,NA
"283","394","SS","ISCO","3.0","DOC",1,11.48,"mg/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:05:00,"flood",NA,"GEL",NA,NA,NA
"284","395","SS","ISCO","9.0","DOC",1,8.897,"mg/L","7.0",2021-07-25,2021-07-25,1899-12-31 18:35:00,"flood",NA,"GEL",NA,NA,NA
"285","395","SS","ISCO","9.0","DOC",1,10.13,"mg/L","8.0",2021-07-25,2021-07-25,1899-12-31 18:35:00,"flood",NA,"GEL",NA,NA,NA
"286","396","SS","ISCO","2.0","DOC",1,11.5,"mg/L","7.0",2021-08-18,2021-08-18,1899-12-31 12:05:00,"flood",NA,"GEL",NA,NA,NA
"287","398","BMW","ISCO","2.0","DOC",1,21.17,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 01:57:00,"flood",NA,"GEL",NA,NA,NA
"288","398","BMW","ISCO","2.0","DOC",1,21.99,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 01:57:00,"flood",NA,"GEL",NA,NA,NA
"289","399","BMW","ISCO","3.0","DOC",1,28.27,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 02:12:00,"flood",NA,"GEL",NA,NA,NA
"290","399","BMW","ISCO","3.0","DOC",1,28.66,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 02:12:00,"flood",NA,"GEL",NA,NA,NA
"291","400","BMW","ISCO","6.0","DOC",1,36.75,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 02:57:00,"flood",NA,"GEL",NA,NA,NA
"292","400","BMW","ISCO","6.0","DOC",1,39.32,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 02:57:00,"flood",NA,"GEL",NA,NA,NA
"293","401","BMW","ISCO","7.0","DOC",1,35.78,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 03:12:00,"flood",NA,"GEL",NA,NA,NA
"294","401","BMW","ISCO","7.0","DOC",1,36.89,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 03:12:00,"flood",NA,"GEL",NA,NA,NA
"295","402","BMW","ISCO","10.0","DOC",1,43.03,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 03:57:00,"flood",NA,"GEL",NA,NA,NA
"296","402","BMW","ISCO","10.0","DOC",1,46.23,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 03:57:00,"flood",NA,"GEL",NA,NA,NA
"297","403","BMW","ISCO","13.0","DOC",1,44.8,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 04:42:00,"flood",NA,"GEL",NA,NA,NA
"298","403","BMW","ISCO","13.0","DOC",1,45.77,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 04:42:00,"flood",NA,"GEL",NA,NA,NA
"299","404","BMW","ISCO","14.0","DOC",1,42.65,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 05:42:00,"flood",NA,"GEL",NA,NA,NA
"300","404","BMW","ISCO","14.0","DOC",1,43.08,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 05:42:00,"flood",NA,"GEL",NA,NA,NA
"301","406","BMW","ISCO","16.0","DOC",1,40.27,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 07:42:00,"flood",NA,"GEL",NA,NA,NA
"302","406","BMW","ISCO","16.0","DOC",1,40.89,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 07:42:00,"flood",NA,"GEL",NA,NA,NA
"303","407","BMW","ISCO","17.0","DOC",1,35.71,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 08:42:00,"flood",NA,"GEL",NA,NA,NA
"304","408","BMW","ISCO","18.0","DOC",1,35.76,"mg/L","7.0",2021-07-31,2021-07-31,1899-12-31 09:42:00,"flood",NA,"GEL",NA,NA,NA
"305","408","BMW","ISCO","18.0","DOC",1,38.08,"mg/L","8.0",2021-07-31,2021-07-31,1899-12-31 09:42:00,"flood",NA,"GEL",NA,NA,NA
"306","409","RC","ISCO","20.0","DOC",1,11.06,"mg/L","7.0",2021-07-25,2021-07-26,1900-01-01 00:09:00,"flood",NA,"GEL",NA,NA,NA
"307","409","RC","ISCO","20.0","DOC",1,12.03,"mg/L","8.0",2021-07-25,2021-07-26,1900-01-01 00:09:00,"flood",NA,"GEL",NA,NA,NA
"308","410","RC","ISCO","21.0","DOC",1,11.04,"mg/L","7.0",2021-07-25,2021-07-26,1899-12-31 01:09:00,"flood",NA,"GEL",NA,NA,NA
"309","410","RC","ISCO","21.0","DOC",1,10.69,"mg/L","8.0",2021-07-25,2021-07-26,1899-12-31 01:09:00,"flood",NA,"GEL",NA,NA,NA
"310","411","RC","ISCO","22.0","DOC",1,7.818,"mg/L","7.0",2021-07-25,2021-07-26,1899-12-31 02:09:00,"flood",NA,"GEL",NA,NA,NA
"311","411","RC","ISCO","22.0","DOC",1,12.06,"mg/L","8.0",2021-07-25,2021-07-26,1899-12-31 02:09:00,"flood",NA,"GEL",NA,NA,NA
"312","412","RC","ISCO","23.0","DOC",1,11.58,"mg/L","7.0",2021-07-25,2021-07-26,1899-12-31 03:09:00,"flood",NA,"GEL",NA,NA,NA
"313","412","RC","ISCO","23.0","DOC",1,11.14,"mg/L","8.0",2021-07-25,2021-07-26,1899-12-31 03:09:00,"flood",NA,"GEL",NA,NA,NA
"314","417","RC","ISCO","14.0","DOC",1,8.319,"mg/L","7.0",2021-09-01,2021-09-01,1899-12-31 06:14:00,"flood",NA,"GEL",NA,NA,NA
"315","417","RC","ISCO","14.0","DOC",1,8.039,"mg/L","8.0",2021-09-01,2021-09-01,1899-12-31 06:14:00,"flood",NA,"GEL",NA,NA,NA
"316","418","RC","ISCO","15.0","DOC",1,8.27,"mg/L","7.0",2021-09-01,2021-09-01,1899-12-31 07:14:00,"flood",NA,"GEL",NA,NA,NA
"317","418","RC","ISCO","15.0","DOC",1,8.382,"mg/L","8.0",2021-09-01,2021-09-01,1899-12-31 07:14:00,"flood",NA,"GEL",NA,NA,NA
"318","419","RC","ISCO","16.0","DOC",1,8.879,"mg/L","7.0",2021-09-01,2021-09-01,1899-12-31 08:14:00,"flood",NA,"GEL",NA,NA,NA
"319","419","RC","ISCO","16.0","DOC",1,8.387,"mg/L","8.0",2021-09-01,2021-09-01,1899-12-31 08:14:00,"flood",NA,"GEL",NA,NA,NA
"320","420","RC","ISCO","17.0","DOC",1,8.642,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 09:14:00,"flood",NA,"GEL",NA,NA,NA
