"SampleID","DateTime","Site","Type","Bottle_number","Event_Date","Stage","DOC_mgL","SRP_ugL","TC_mgL","TDP_mgL","TN_mgL","ions_uM","TOC_mgL","N_DOC_mgL","N_NH4_mgNL","N_SRP_ugL","N_TC_mgL","N_TDP_mgL","N_TN_mgL","N_ions_uM","N_Chloride_mgL","N_NO3_mgNL","N_TOC_mgL","NH4N_color_mgL","Cl_color_mgL","NO3N_color_mgL"
"1739",2021-08-12 18:56:00,"CC","ISCO","20.0",2021-08-12,"flood",NA,224,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"174",2021-08-13 22:45:00,"SS","ISCO","1.0",2021-08-12,"flood",NA,490,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2021-08-14 01:15:00,"SS","ISCO","11.0",2021-08-14,"flood",11.67,666,22.81,0.65,2.256,1,NA,2,1,1,2,1,2,4,NA,NA,NA,0.286,NA,NA
"1740",2021-08-12 11:25:00,"CC","ISCO","11.0",2021-08-12,"flood",NA,261,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1741",2021-08-12 21:56:00,"CC","ISCO","23.0",2021-08-12,"flood",NA,248,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0147,NA,NA
"1742",2021-08-12 17:56:00,"CC","ISCO","19.0",2021-08-12,"flood",NA,260,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0113,NA,NA
"1743",2021-08-12 15:56:00,"CC","ISCO","17.0",2021-08-12,"flood",NA,225.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01225,NA,NA
"1746",2021-07-25 14:54:00,"RC","ISCO","7.0",2021-07-25,"flood",NA,363,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01255,NA,NA
"1747",2021-07-25 15:24:00,"RC","ISCO","9.0",2021-07-25,"flood",NA,332,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1748",2021-07-25 15:39:00,"RC","ISCO","10.0",2021-07-25,"flood",NA,385.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1750",2021-07-25 17:09:00,"RC","ISCO","13.0",2021-07-25,"flood",NA,158,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1751",2021-07-25 18:10:00,"RC","ISCO","14.0",2021-07-25,"flood",NA,307.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0109,NA,NA
"1752",2021-07-25 22:10:00,"RC","ISCO","18.0",2021-07-25,"flood",NA,401.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.04475,NA,NA
"1754",2021-07-24 10:24:00,"RC","ISCO","2.0",2021-07-22,"flood",NA,NA,NA,NA,NA,NA,20.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1755",2021-07-24 00:09:00,"RC","ISCO","3.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,12.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1756",2021-07-24 00:24:00,"RC","ISCO","4.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,21.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1757",2021-07-24 00:39:00,"RC","ISCO","5.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,23.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1758",2021-07-24 03:09:00,"RC","ISCO","7.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,10.7355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1759",2021-07-24 03:24:00,"RC","ISCO","8.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1760",2021-07-24 03:39:00,"RC","ISCO","9.0",2021-07-23,"flood",NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1762",2021-07-25 13:54:00,"RC","ISCO","3.0",2021-07-25,"flood",NA,478.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0222,NA,NA
"1763",2021-07-25 14:09:00,"RC","ISCO","4.0",2021-07-25,"flood",NA,431,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01725,NA,NA
"1764",2021-07-25 14:24:00,"RC","ISCO","5.0",2021-07-25,"flood",NA,466.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0156,NA,NA
"1765",2021-07-25 14:39:00,"RC","ISCO","6.0",2021-07-25,"flood",NA,413,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.010375,NA,NA
"1766",2021-07-25 15:09:00,"RC","ISCO","8.0",2021-07-25,"flood",NA,586,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02485,NA,NA
"1767",2021-07-25 15:54:00,"RC","ISCO","11.0",2021-07-25,"flood",NA,446.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1775",2021-07-25 20:09:00,"RC","ISCO","16.0",2021-07-25,"flood",NA,296.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1781",2021-07-25 19:09:00,"RC","ISCO","15.0",2021-07-25,"flood",NA,372.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1783",2021-07-25 21:09:00,"RC","ISCO","17.0",2021-07-25,"flood",NA,335,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01178,NA,NA
"1784",2021-07-25 23:09:00,"RC","ISCO","19.0",2021-07-25,"flood",NA,342,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1786",2021-08-14 22:31:00,"RC","ISCO","2.0",2021-08-13,"flood",NA,NA,NA,NA,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1787",2021-08-18 18:21:00,"RC","ISCO","13.0",2021-08-18,"flood",NA,279,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0863,NA,NA
"1788",2021-08-18 16:06:00,"RC","ISCO","5.0",2021-08-18,"flood",NA,297,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0567,NA,NA
"1789",2021-08-18 16:36:00,"RC","ISCO","7.0",2021-08-18,"flood",NA,309.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA
"1790",2021-08-18 16:51:00,"RC","ISCO","8.0",2021-08-18,"flood",NA,285,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA
"1791",2021-08-18 16:21:00,"RC","ISCO","6.0",2021-08-18,"flood",NA,303.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.05555,NA,NA
"1797",2021-08-18 21:21:00,"RC","ISCO","16.0",2021-08-18,"flood",NA,258,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02735,NA,NA
"1798",2021-08-18 15:36:00,"RC","ISCO","3.0",2021-08-18,"flood",NA,377,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.133,NA,NA
"1799",2021-08-18 15:51:00,"RC","ISCO","4.0",2021-08-18,"flood",NA,332,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0678,NA,NA
"18",2021-09-01 10:14:00,"RC","ISCO","18.0",2021-09-01,"flood",6.888,235,20.37,0.224,2.41,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0259,NA,NA
"1801",2021-08-18 20:21:00,"RC","ISCO","15.0",2021-08-18,"flood",NA,276,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0171,NA,NA
"1803",2021-08-18 19:21:00,"RC","ISCO","14.0",2021-08-18,"flood",NA,268,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0528,NA,NA
"1810",2021-09-01 04:44:00,"RC","ISCO","12.0",2021-09-01,"flood",7.5735,205.5,NA,NA,1.584,NA,NA,2,2,2,NA,NA,2,NA,NA,NA,NA,0.0398,NA,NA
"1812",2021-09-01 04:29:00,"RC","ISCO","11.0",2021-09-01,"flood",NA,288,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.03975,NA,NA
"1813",2021-09-01 04:14:00,"RC","ISCO","10.0",2021-09-01,"flood",6.8335,243,NA,NA,1.1015,NA,NA,2,2,2,NA,NA,2,NA,NA,NA,NA,0.033,NA,NA
"1814",2021-09-01 04:29:00,"RC","ISCO","11.0",2021-09-01,"flood",7.319,NA,NA,NA,1.1115,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1816",2021-09-01 03:29:00,"RC","ISCO","7.0",2021-09-01,"flood",NA,180.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0235,NA,NA
"1817",2021-09-01 03:44:00,"RC","ISCO","8.0",2021-09-01,"flood",NA,246,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0321,NA,NA
"1819",2021-09-01 03:14:00,"RC","ISCO","6.0",2021-09-01,"flood",NA,225.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02755,NA,NA
"1820",2021-09-01 02:29:00,"RC","ISCO","3.0",2021-09-01,"flood",NA,234,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.03195,NA,NA
"1822",2021-09-01 02:44:00,"RC","ISCO","4.0",2021-09-01,"flood",NA,241,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.04255,NA,NA
"1824",2021-09-01 02:59:00,"RC","ISCO","5.0",2021-09-01,"flood",NA,241,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0382,NA,NA
"1826",2021-09-01 09:14:00,"RC","ISCO","17.0",2021-09-01,"flood",9.127,NA,NA,NA,1.734,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"184",2021-08-14 10:12:00,"SS","ISCO","21.0",2021-08-14,"flood",9.101,218,32.83,0.306,13.20384,1,NA,2,1,1,2,1,1,4,NA,NA,NA,0.116,NA,NA
"185",2021-08-13 22:17:00,"RC","ISCO","1.0",2021-08-12,"flood",13.13,486,27.35,0.596,2.655,1,NA,2,1,1,2,1,2,4,NA,NA,NA,0.456,NA,NA
"1866",2022-05-18 08:30:00,"SS","GRAB",NA,NA,"baseflow",1.9425,NA,NA,NA,0.004,NA,1.844,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
"1867",2022-05-18 10:15:00,"BMW","GRAB",NA,NA,"baseflow",2.3105,NA,NA,NA,0.004,NA,2.3,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
"19",2021-09-01 02:48:00,"CC","ISCO","2.0",2021-09-01,"flood",5.945,413,NA,0.421,1.865,1,NA,2,2,1,2,2,2,4,NA,NA,NA,0.07885,NA,NA
"192",2021-08-14 00:31:00,"RC","ISCO","8.0",2021-08-14,"flood",13.61,474,28.26,0.656,13.62842,1,NA,2,1,1,2,1,1,4,NA,NA,NA,0.0901,NA,NA
"1931",2022-07-28 15:12:00,"MW","GRAB",NA,2022-07-28,"flood",NA,NA,NA,NA,NA,NA,22.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1932",2022-07-28 14:45:00,"SS","GRAB",NA,2022-07-28,"flood",NA,NA,NA,NA,NA,NA,24.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"199",2021-08-14 04:01:00,"RC","ISCO","15.0",2021-08-14,"flood",12.23,429,31.75,0.494,15.29086,1,NA,2,1,1,2,1,1,4,NA,NA,NA,0.0387,NA,NA
"2",2021-09-01 02:14:00,"RC","ISCO","2.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2021-09-01 03:03:00,"CC","ISCO","3.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2021-08-14 13:22:00,"MW","GRAB",NA,2021-08-14,"flood",9.572,308,33.055,0.1,9.5,1,NA,2,2,2,2,1,1,4,NA,NA,NA,0.0996,NA,NA
"201",2021-08-12 08:56:00,"CC","ISCO","1.0",2021-08-12,"flood",NA,288.5,29.645,0.00465,0.004,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.003,NA,NA
"21",2021-09-01 03:18:00,"CC","ISCO","4.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2021-08-12 11:40:00,"CC","ISCO","12.0",2021-08-12,"flood",5.817,371.5,26.73,0.00465,0.789,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0297,NA,NA
"22",2021-09-01 03:33:00,"CC","ISCO","5.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2021-08-12 22:56:00,"CC","ISCO","24.0",2021-08-12,"flood",NA,NA,27.19,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"224",2021-08-18 11:30:00,"SS","GRAB",NA,2021-08-17,"flood",NA,192,NA,0.00465,0.958,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.10185,NA,NA
"225",2021-08-14 09:00:00,"NS","GRAB",NA,2021-08-14,"flood",8.3815,47.25,NA,0.00465,2.508,1,NA,2,3,2,2,1,1,2,NA,NA,NA,0.0754733333333333,NA,NA
"225",2021-08-14 09:00:00,"NS","GRAB",NA,2021-08-14,"baseflow",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"226",2021-07-31 09:45:00,"SS","GRAB",NA,2021-07-31,"flood",27.44,377.5,62.21,0.164,3.177,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.198,NA,NA
"227",2021-07-31 01:42:00,"BMW","ISCO","1.0",2021-07-31,"flood",6.897,45.2,60.45,0.00465,0.819,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.031,NA,NA
"23",2021-09-01 03:48:00,"CC","ISCO","6.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2021-07-31 03:42:00,"BMW","ISCO","9.0",2021-07-31,"flood",41.96,234,110.25,0.184,1.937,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.6145,NA,NA
"24",2021-09-01 04:03:00,"CC","ISCO","7.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243.761125541126",2021-07-31 10:42:00,"BMW","ISCO","19.0",2021-07-31,"flood",25.93,120,133.5,0.188,2.374,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.283,NA,NA
"244.279567099568",2021-07-31 10:42:00,"BMW","ISCO","19.0",2021-07-31,"flood",NA,149,133.2,NA,NA,1,NA,1,1,1,1,NA,NA,2,NA,NA,NA,0.291,NA,NA
"244.798008658009",2021-07-26 12:00:00,"BMW","GRAB",NA,2021-07-25,"flood",NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"245.316450216451",2021-07-26 12:00:00,"BMW","GRAB",NA,2021-07-25,"flood",NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"245.834891774893",2021-07-25 16:20:00,"CC","ISCO","1.0",2021-07-25,"flood",7.319,552,23.96,0.146,0.972,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.131,NA,NA
"246",2021-07-25 16:20:00,"CC","ISCO","1.0",2021-07-25,"flood",NA,451.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246.353333333334",2021-07-25 16:20:00,"CC","ISCO","1.0",2021-07-25,"flood",7.331,570,29.55,0.348,2.38,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.131,NA,NA
"25",2021-09-01 04:18:00,"CC","ISCO","8.0",2021-09-01,"flood",5.0065,243,NA,0.262,1.515,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0314,NA,NA
"256.92780354566",2021-07-25 19:05:00,"CC","ISCO","12.0",2021-07-25,"flood",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"257",2021-07-25 19:05:00,"CC","ISCO","12.0",2021-07-25,"flood",5.0635,402,21.945,0.152,2.398,1,NA,2,2,2,2,2,2,3,NA,NA,NA,0.04955,NA,NA
"26",2021-09-01 04:33:00,"CC","ISCO","9.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267.638834162813",2021-07-26 05:20:00,"CC","ISCO","23.0",2021-07-25,"flood",6.098,317,21.52,0.166,2.642,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.0665,NA,NA
"268.160800006871",2021-07-26 05:20:00,"CC","ISCO","23.0",2021-07-25,"flood",6.547,308,20.47,0.134,2.914,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.0707,NA,NA
"268.682765850929",2021-07-26 06:20:00,"CC","ISCO","24.0",2021-07-25,"flood",7.755,300,20.85,0.138,2.874,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.102,NA,NA
"269.204731694986",2021-07-26 06:20:00,"CC","ISCO","24.0",2021-07-25,"flood",6.565,335,20.85,0.00465,2.374,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.0996,NA,NA
"269.726697539044",2021-07-25 16:35:00,"SS","ISCO","1.0",2021-07-25,"flood",8.9155,419.5,28.75,0.144,1.066,1,NA,2,2,2,2,2,2,2,NA,NA,NA,0.09615,NA,NA
"27",2021-09-01 04:48:00,"CC","ISCO","10.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273.902424291509",2021-07-25 17:35:00,"SS","ISCO","5.0",2021-07-25,"flood",10.37,635,24.28,0.204,1.314,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.17,NA,NA
"274",2021-07-25 17:35:00,"SS","ISCO","5.0",2021-07-25,"flood",NA,478.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274.424390135567",2021-07-25 17:35:00,"SS","ISCO","5.0",2021-07-25,"flood",9.417,636,26.02,0.292,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,0.179,NA,NA
"279",2021-07-25 18:50:00,"SS","ISCO","10.0",2021-07-25,"flood",9.081,465.5,21.935,0.172,0.989,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.08645,NA,NA
"28",2021-09-01 05:03:00,"CC","ISCO","11.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2021-07-25 13:25:00,"RC","ISCO","1.0",2021-07-25,"flood",10.39,246,NA,NA,NA,1,NA,2,1,1,2,NA,NA,4,NA,NA,NA,0.0406,NA,NA
"281",2021-07-25 13:39:00,"RC","ISCO","2.0",2021-07-25,"flood",13.81,NA,NA,NA,0.5713,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"282",2021-07-25 13:54:00,"RC","ISCO","3.0",2021-07-25,"flood",13.79,NA,NA,NA,0.76105,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"283",2021-07-25 14:09:00,"RC","ISCO","4.0",2021-07-25,"flood",10.75,NA,NA,NA,0.953,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"284",2021-07-25 14:24:00,"RC","ISCO","5.0",2021-07-25,"flood",10.185,NA,NA,NA,1.1685,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"285",2021-07-25 14:39:00,"RC","ISCO","6.0",2021-07-25,"flood",10.05,NA,NA,NA,1.596,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"286",2021-07-25 14:54:00,"RC","ISCO","7.0",2021-07-25,"flood",9.8075,NA,NA,NA,1.3775,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"287",2021-07-25 15:09:00,"RC","ISCO","8.0",2021-07-25,"flood",9.5405,NA,NA,NA,1.3955,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"288",2021-07-25 15:24:00,"RC","ISCO","9.0",2021-07-25,"flood",7.867,NA,NA,NA,1.354,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"29",2021-09-01 05:18:00,"CC","ISCO","12.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2021-07-25 16:09:00,"RC","ISCO","12.0",2021-07-25,"flood",5.9785,506,18.82,0.176,0.004,1,NA,2,2,1,2,1,1,4,NA,NA,NA,0.02745,NA,NA
"3",2021-09-01 02:29:00,"RC","ISCO","3.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2021-09-01 05:48:00,"CC","ISCO","13.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2021-07-26 04:09:00,"RC","ISCO","24.0",2021-07-25,"flood",7.042,531.5,25.985,0.24,1.899,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.161,NA,NA
"304",2021-07-25 15:21:00,"MW","ISCO","1.0",2021-07-25,"flood",121.45,NA,NA,NA,1.148,1,NA,2,2,2,2,NA,1,4,NA,NA,NA,NA,NA,NA
"31",2021-09-01 06:48:00,"CC","ISCO","14.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2021-07-25 18:13:00,"MW","ISCO","13.0",2021-07-25,"flood",7.558,436.5,26.1,0.142,0.004,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0742,NA,NA
"32",2021-09-01 07:48:00,"CC","ISCO","15.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2021-07-26 05:13:00,"MW","ISCO","24.0",2021-07-25,"flood",9.172,NA,NA,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"321",2021-08-19 00:07:00,"CC","ISCO","20.0",2021-08-18,"flood",NA,NA,22.585,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"322",2021-08-18 14:37:00,"CC","ISCO","3.0",2021-08-18,"flood",NA,NA,NA,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"323",2021-07-22 22:10:00,"RC","ISCO","1.0",2021-07-22,"flood",NA,NA,50.425,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"328",2021-07-23 00:54:00,"RC","ISCO","6.0",2021-07-22,"flood",NA,NA,36.54,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"33",2021-09-01 08:48:00,"CC","ISCO","16.0",2021-09-01,"flood",4.616,224,NA,0.184,1.562,1,NA,2,2,2,2,1,1,4,NA,NA,NA,0.0331,NA,NA
"334",2021-07-24 08:09:00,"RC","ISCO","12.0",2021-07-23,"flood",NA,NA,18.565,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"335",2021-07-24 09:15:00,"RC","GRAB",NA,2021-07-23,"flood",12.99,NA,23.545,0.00465,0.004,1,NA,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA
"336",2021-07-25 17:56:00,"RC","GRAB",NA,2021-07-25,"flood",NA,NA,19.355,NA,NA,1,NA,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA
"337",2021-07-14 08:36:00,"RV","GRAB",NA,2021-07-14,"flood",26.725,599,29.73,0.134,1.797,1,NA,2,2,2,2,2,2,4,NA,NA,NA,1.595,NA,NA
"338",2021-07-23 15:30:00,"RV","GRAB",NA,2021-07-22,"flood",14.39,557.5,34.795,0.276,1.917,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.5745,NA,NA
"339",2021-07-24 10:00:00,"RV","GRAB",NA,2021-07-23,"flood",12.61,280.5,31.695,0.00465,0.004,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.1375,NA,NA
"34",2021-09-01 04:14:00,"SS","ISCO","1.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2021-07-25 15:20:00,"RV","GRAB",NA,2021-07-25,"flood",10.275,482.5,23.775,0.118,0.841,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.09075,NA,NA
"341",2021-07-24 12:05:00,"BMW","GRAB",NA,2021-07-23,"flood",11.15,289,24.495,0.00465,0.94,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0422,NA,NA
"342",2021-07-25 16:30:00,"CC","GRAB",NA,2021-07-25,"flood",8.462,406,19.61,0.157,1.957,1,NA,2,2,1,2,2,2,4,NA,NA,NA,0.1975,NA,NA
"343",2021-07-23 02:06:00,"MW","ISCO","1.0",2021-07-22,"flood",NA,401,NA,0.516,0.734,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0504,NA,NA
"344",2021-07-24 13:30:00,"MW","GRAB",NA,2021-07-23,"flood",10.515,428.5,25.065,0.287,1.774,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0337,NA,NA
"345",2021-07-25 17:30:00,"MW","GRAB",NA,2021-07-25,"flood",6.7625,403,21.415,0.192,1.468,1,NA,2,2,1,2,2,2,4,NA,NA,NA,0.1095,NA,NA
"346",2021-07-25 17:08:00,"SS","GRAB",NA,2021-07-25,"flood",8.619,448.5,25.945,0.288,1.467,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0624,NA,NA
